Global Volcanism Program - Volcanoes of the World 5.1.7,,,,Downloaded on 31 May 2024 at 03:19 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
353090,Santiago,11732,Confirmed Eruption,SE flank (Sullivan Bay?),0,,,1897,,0,,0,,Observations: Reported,,,,,,,,-0.22,-90.77
358030,Huequi,12266,Confirmed Eruption,,2,,,1896,,0,,0,,Observations: Reported,,,,,,,,-42.377,-72.578
357020,San Jose,11918,Confirmed Eruption,,2,,,1895,,0,,0,,Observations: Reported,,1897,,0,,0,,-33.789,-69.895
357110,Llaima,12041,Confirmed Eruption,,2,,,1895,,0,,0,,Observations: Reported,,1896,,0,,0,,-38.692,-71.729
352050,Cotopaxi,11585,Confirmed Eruption,,2,,,1895,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352040,Sumaco,11508,Confirmed Eruption,,2,?,,1895,30,0,,0,,Observations: Reported,,,,,,,,-0.538,-77.626
358020,Calbuco,12253,Confirmed Eruption,,2,?,,1894,,11,,16,,Observations: Reported,?,1895,,0,,0,,-41.33,-72.618
352010,Reventador,11433,Confirmed Eruption,,3,,,1894,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
357120,Villarrica,12136,Confirmed Eruption,,2,,,1893,,12,,1,30,Observations: Reported,,1894,,2,,1,30,-39.42,-71.93
357110,Llaima,12040,Confirmed Eruption,,2,,,1893,,12,,0,,Observations: Reported,,1894,,12,,0,,-38.692,-71.729
357070,"Chillan, Nevados de",11977,Confirmed Eruption,Volcán Viejo,2,,,1893,,3,,4,,Observations: Reported,,,,,,,,-36.868,-71.378
358020,Calbuco,12252,Confirmed Eruption,,4,,,1893,,1,,7,,Observations: Reported,,1894,,1,>,16,,-41.33,-72.618
358030,Huequi,12265,Confirmed Eruption,,2,,,1893,,0,,0,,Observations: Reported,,,,,,,,-42.377,-72.578
357150,Puyehue-Cordon Caulle,12208,Confirmed Eruption,Cordón Caulle,2,,?,1893,,0,,0,,Observations: Reported,,,,,,,,-40.59,-72.117
357110,Llaima,12039,Confirmed Eruption,,2,,,1892,,0,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
357070,"Chillan, Nevados de",11976,Confirmed Eruption,Volcán Viejo,2,,,1891,,2,,0,,Observations: Reported,,,,,,,,-36.868,-71.378
358057,"Hudson, Cerro",12297,Confirmed Eruption,,,,,1891,,0,,0,,Observations: Reported,,,,,,,,-45.9,-72.97
351080,Galeras,11361,Confirmed Eruption,,2,,,1891,,0,,0,,Observations: Reported,,,,,,,,1.22,-77.37
358030,Huequi,12264,Confirmed Eruption,,3,?,,1890,,0,,0,,Observations: Reported,,,,,,,,-42.377,-72.578
357120,Villarrica,21004,Confirmed Eruption,,2,?,,1890,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
357040,Planchon-Peteroa,11938,Confirmed Eruption,Peteroa (SE of 1762 crater),2,,,1889,,9,,0,,Observations: Reported,?,1894,,0,,0,,-35.223,-70.568
351080,Galeras,11360,Confirmed Eruption,,2,,,1889,,7,,3,,Observations: Reported,,,,,,,,1.22,-77.37
357110,Llaima,12038,Confirmed Eruption,,2,,,1889,,4,,20,,Observations: Reported,,1889,,7,,0,,-38.692,-71.729
357020,San Jose,11917,Confirmed Eruption,,2,,,1889,,0,,0,,Observations: Reported,,1890,,0,,0,,-33.789,-69.895
357010,Tupungatito,11892,Confirmed Eruption,,2,,,1889,,0,,0,,Observations: Reported,,1890,,0,,0,,-33.425,-69.797
353010,Fernandina,11659,Confirmed Eruption,,1,,,1888,,4,?,10,,Observations: Reported,,,,,,,,-0.37,-91.55
357100,Lonquimay,12013,Confirmed Eruption,NE flank,3,,,1887,,6,,2,,Observations: Reported,,1890,,1,,0,,-38.379,-71.586
357110,Llaima,12037,Confirmed Eruption,,2,,,1887,,1,,16,,Observations: Reported,,1887,,6,,24,,-38.692,-71.729
352080,Tungurahua,11638,Confirmed Eruption,,4,,,1886,,1,,11,,Observations: Reported,,1888,1,0,,0,,-1.467,-78.442
352050,Cotopaxi,11584,Confirmed Eruption,,2,,,1886,,1,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11583,Confirmed Eruption,,2,,,1885,,7,,23,,Observations: Reported,,,,,,,,-0.677,-78.436
351060,Purace,11326,Confirmed Eruption,,3,,,1885,,5,,25,,Observations: Reported,,,,,,,,2.32,-76.4
352080,Tungurahua,11637,Confirmed Eruption,,2,?,,1885,,1,?,0,,Observations: Reported,,1885,,10,,16,,-1.467,-78.442
355030,Isluga,14102,Confirmed Eruption,,1,?,,1885,,0,,0,,Observations: Reported,,,,,,,,-19.15,-68.83
352050,Cotopaxi,11582,Confirmed Eruption,,2,,,1883,,12,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11581,Confirmed Eruption,,2,,,1883,,8,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357110,Llaima,12036,Confirmed Eruption,,2,,,1883,,0,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
355100,Lascar,11852,Confirmed Eruption,,2,,,1883,,0,,0,,Observations: Reported,,1885,,0,,0,,-23.37,-67.73
357120,Villarrica,12135,Confirmed Eruption,,2,,,1883,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
352050,Cotopaxi,11580,Confirmed Eruption,,2,,,1882,,1,,0,,Observations: Reported,,1882,,3,,0,,-0.677,-78.436
352020,Guagua Pichincha,11490,Confirmed Eruption,,2,,,1881,,3,,10,,Observations: Reported,,,,,,,,-0.171,-78.598
351060,Purace,11325,Confirmed Eruption,,2,,,1881,,0,,0,,Observations: Reported,,,,,,,,2.32,-76.4
357020,San Jose,11916,Confirmed Eruption,,2,,,1881,,0,,0,,Observations: Reported,,,,,,,,-33.789,-69.895
352050,Cotopaxi,11579,Confirmed Eruption,,3,,,1880,,2,,0,,Observations: Reported,,1880,,7,,0,,-0.677,-78.436
357120,Villarrica,11910,Confirmed Eruption,,2,,,1880,,0,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
352050,Cotopaxi,11578,Confirmed Eruption,,2,,,1879,,2,,26,,Observations: Reported,,1879,,6,,19,,-0.677,-78.436
357120,Villarrica,12134,Confirmed Eruption,,2,,,1879,,2,,2,,Observations: Reported,,1879,,3,,0,,-39.42,-71.93
358060,Lautaro,12315,Confirmed Eruption,Volcano Uncertain: Between lakes San Martín and Viedma,,,,1879,,0,,0,,,,,,,,,,-49.019,-73.504
358063,Reclus,12311,Confirmed Eruption,,2,,,1879,,0,,0,,Observations: Reported,,,,,,,,-50.9395,-73.5802
351060,Purace,11324,Confirmed Eruption,,2,,,1878,,8,,31,,Observations: Reported,,,,,,,,2.32,-76.4
352050,Cotopaxi,11577,Confirmed Eruption,,2,,,1878,,8,,23,,Observations: Reported,,1878,,8,,24,,-0.677,-78.436
355030,Isluga,11515,Confirmed Eruption,,2,,,1878,,2,,0,,Observations: Reported,,,,,,,,-19.15,-68.83
357040,Planchon-Peteroa,11937,Confirmed Eruption,Peteroa,2,,,1878,,0,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
351100,Cumbal,11386,Confirmed Eruption,,2,,,1877,,12,,0,,Observations: Reported,,,,,,,,0.95,-77.87
355110,Llullaillaco,11881,Confirmed Eruption,,2,,,1877,,5,,0,,Observations: Reported,,,,,,,,-24.72,-68.53
357120,Villarrica,12133,Confirmed Eruption,,2,,,1877,,3,,12,,Observations: Reported,,1877,,5,,0,,-39.42,-71.93
357070,"Chillan, Nevados de",11974,Confirmed Eruption,Volcán Chillán,2,,,1877,,2,?,12,,Observations: Reported,,,,,,,,-36.868,-71.378
357110,Llaima,12035,Confirmed Eruption,,2,,,1877,,1,,16,,Observations: Reported,,1877,,6,,24,,-38.692,-71.729
352050,Cotopaxi,11576,Confirmed Eruption,,4,,,1877,,1,,0,,Observations: Reported,,1877,,9,,2,,-0.677,-78.436
355030,Isluga,11514,Confirmed Eruption,,2,?,,1877,,0,,0,,Observations: Reported,,,,,,,,-19.15,-68.83
358060,Lautaro,12313,Confirmed Eruption,,2,?,,1876,,10,,0,,Observations: Reported,,,,,,,,-49.019,-73.504
357120,Villarrica,12132,Confirmed Eruption,,2,?,,1875,,11,,17,,Observations: Reported,,1876,,0,,0,,-39.42,-71.93
355100,Lascar,11851,Confirmed Eruption,,2,,,1875,,0,,0,,Observations: Reported,,,,,,,,-23.37,-67.73
357110,Llaima,12034,Confirmed Eruption,,2,,,1875,,0,,0,,Observations: Reported,,1876,,0,,0,,-38.692,-71.729
357120,Villarrica,12131,Confirmed Eruption,,2,,,1874,,4,,16,,Observations: Reported,,,,,,,,-39.42,-71.93
357070,"Chillan, Nevados de",11973,Confirmed Eruption,Volcán Chillán,2,,,1872,,7,,22,,Observations: Reported,,,,,,,,-36.868,-71.378
357110,Llaima,12032,Confirmed Eruption,,2,,,1872,,6,,6,,Observations: Reported,,,,,,,,-38.692,-71.729
352010,Reventador,11432,Confirmed Eruption,,2,,,1871,,1,,30,,Observations: Reported,,,,,,,,-0.077,-77.656
357120,Villarrica,21005,Confirmed Eruption,,2,?,,1871,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351060,Purace,11323,Confirmed Eruption,,2,,,1870,,10,,0,,Observations: Reported,,,,,,,,2.32,-76.4
352050,Cotopaxi,11575,Confirmed Eruption,,2,,,1870,,0,,0,,Observations: Reported,,1876,,0,,0,,-0.677,-78.436
351060,Purace,11322,Confirmed Eruption,,3,?,,1869,,10,,4,,Observations: Reported,,1869,,11,,0,,2.32,-76.4
354020,Ubinas,11789,Confirmed Eruption,,2,,,1869,,10,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
355030,Isluga,11825,Confirmed Eruption,,2,,,1869,,8,,0,,Observations: Reported,,,,,,,,-19.15,-68.83
352020,Guagua Pichincha,11489,Confirmed Eruption,,2,,,1869,,7,,22,,Observations: Reported,,1869,,8,,24,,-0.171,-78.598
352050,Cotopaxi,11574,Confirmed Eruption,,3,,,1869,,7,,0,,Observations: Reported,,1869,,8,,0,,-0.677,-78.436
357110,Llaima,12031,Confirmed Eruption,,2,?,,1869,,4,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
352020,Guagua Pichincha,11488,Confirmed Eruption,,2,,,1869,,3,,0,,Observations: Reported,,,,,,,,-0.171,-78.598
357120,Villarrica,12130,Confirmed Eruption,,2,,,1869,,2,,4,,Observations: Reported,,1869,,2,,24,4,-39.42,-71.93
358010,Osorno,12237,Confirmed Eruption,,2,,,1869,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
358063,Reclus,12310,Confirmed Eruption,,2,,,1869,,0,,0,,Observations: Reported,,,,,,,,-50.9395,-73.5802
357080,Antuco,19911,Confirmed Eruption,,2,,,1869,,0,,0,,Observations: Reported,,,,,,,,-37.406,-71.349
355110,Llullaillaco,11880,Confirmed Eruption,,0,,,1868,,9,,0,,Observations: Reported,,,,,,,,-24.72,-68.53
352050,Cotopaxi,11573,Confirmed Eruption,,2,,,1868,,8,,15,,Observations: Reported,,1868,,8,,16,,-0.677,-78.436
352020,Guagua Pichincha,11487,Confirmed Eruption,,2,,,1868,,8,,0,,Observations: Reported,,,,,,,,-0.171,-78.598
352020,Guagua Pichincha,11486,Confirmed Eruption,,2,,,1868,,3,,19,,Observations: Reported,,1868,,3,,22,,-0.171,-78.598
355030,Isluga,11824,Confirmed Eruption,,2,?,,1868,,0,,0,,Observations: Reported,,,,,,,,-19.15,-68.83
354020,Ubinas,11788,Confirmed Eruption,,2,,,1867,,5,,24,,Observations: Reported,,1867,,5,,28,,-16.345,-70.8972
352050,Cotopaxi,11572,Confirmed Eruption,,2,,,1867,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357090,Copahue,12003,Confirmed Eruption,,2,?,?,1867,,0,,0,,Observations: Reported,,,,,,,,-37.856,-71.183
352050,Cotopaxi,11571,Confirmed Eruption,,2,,,1866,,9,,21,,Observations: Reported,,1866,,9,,26,,-0.677,-78.436
357110,Llaima,12030,Confirmed Eruption,,2,,,1866,,0,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
351080,Galeras,11359,Confirmed Eruption,,3,,,1865,,10,,2,,Observations: Reported,,1870,,0,,0,,1.22,-77.37
354020,Ubinas,11787,Confirmed Eruption,,2,,,1865,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
357070,"Chillan, Nevados de",11972,Confirmed Eruption,NW flank of Cerro Blanco (Santa Gertrudis),3,,,1864,,11,,30,,Observations: Reported,,1865,,2,,3,1,-36.868,-71.378
357130,Mocho-Choshuenco,12185,Confirmed Eruption,SW flank of El Mocho (Chaiquemahuida),2,,,1864,,11,,1,,Observations: Reported,,1864,,11,,3,1,-39.927,-72.027
357120,Villarrica,12128,Confirmed Eruption,,2,,,1864,,10,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
357110,Llaima,12029,Confirmed Eruption,,3,,,1864,,0,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
357080,Antuco,19910,Confirmed Eruption,,2,,,1863,,12,,0,,Observations: Reported,,,,,,,,-37.406,-71.349
355030,Isluga,11823,Confirmed Eruption,,1,?,,1863,,8,,0,,Observations: Reported,,,,,,,,-19.15,-68.83
352050,Cotopaxi,11570,Confirmed Eruption,,2,,,1863,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357110,Llaima,12028,Confirmed Eruption,,3,,,1862,,0,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
354020,Ubinas,11786,Confirmed Eruption,,2,,,1862,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
357070,"Chillan, Nevados de",11971,Confirmed Eruption,NW flank of Cerro Blanco (Santa Gertrudis),2,,,1861,,6,,0,,Observations: Reported,,1863,,0,,0,,-36.868,-71.378
357080,Antuco,19908,Confirmed Eruption,,0,,,1861,,2,?,0,,Observations: Reported,,1861,,8,?,0,,-37.406,-71.349
357010,Tupungatito,11890,Confirmed Eruption,,2,,,1861,,0,,0,,Observations: Reported,,,,,,,,-33.425,-69.797
357070,"Chillan, Nevados de",11970,Confirmed Eruption,W flank of Volcán Viejo (Volcán Renegado),2,?,,1860,,7,,25,,Observations: Reported,,,,,,,,-36.868,-71.378
357040,Planchon-Peteroa,11934,Confirmed Eruption,Peteroa,2,,,1860,,0,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
353050,"Negra, Sierra",11705,Confirmed Eruption,Volcano Uncertain: Isabela Island,2,,,1860,,0,,0,,,,,,,,,,-0.83,-91.17
351060,Purace,11321,Confirmed Eruption,,2,?,,1860,9,0,,0,,Observations: Reported,,,,,,,,2.32,-76.4
352050,Cotopaxi,11569,Confirmed Eruption,,2,,,1860,,0,,0,,Observations: Reported,,1862,,0,,0,,-0.677,-78.436
353020,Wolf,20897,Confirmed Eruption,,,,,1859,,8,,26,,Observations: Reported,,1859,,8,,29,,0.02,-91.35
357120,Villarrica,12127,Confirmed Eruption,,2,,,1859,,5,,19,,Observations: Reported,,1860,,4,,12,,-39.42,-71.93
352050,Cotopaxi,11568,Confirmed Eruption,,2,,,1859,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11567,Confirmed Eruption,,2,,,1858,,11,,0,,Observations: Reported,,1858,,12,,0,,-0.677,-78.436
355100,Lascar,11850,Confirmed Eruption,,2,?,,1858,,4,,0,,Observations: Reported,,1858,,12,,0,,-23.37,-67.73
352080,Tungurahua,11636,Confirmed Eruption,,2,?,,1857,,9,?,10,,Observations: Reported,,,,,,,,-1.467,-78.442
352050,Cotopaxi,11566,Confirmed Eruption,,2,,,1857,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352010,Reventador,11431,Confirmed Eruption,,3,,,1856,,12,,12,,Observations: Reported,,1856,,12,,13,,-0.077,-77.656
352050,Cotopaxi,11565,Confirmed Eruption,,2,,,1856,,10,,0,,Observations: Reported,,1856,,12,,0,,-0.677,-78.436
352050,Cotopaxi,11564,Confirmed Eruption,,2,,,1856,,5,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11563,Confirmed Eruption,,2,,,1855,,11,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
358010,Osorno,12236,Confirmed Eruption,,2,?,,1855,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
352050,Cotopaxi,11562,Confirmed Eruption,,2,,,1854,,9,,14,,Observations: Reported,,,,,,,,-0.677,-78.436
352050,Cotopaxi,11561,Confirmed Eruption,,2,,,1854,,4,,3,,Observations: Reported,,,,,,,,-0.677,-78.436
355110,Llullaillaco,11879,Confirmed Eruption,,2,,,1854,,2,,10,,Observations: Reported,,,,,,,,-24.72,-68.53
355100,Lascar,11849,Confirmed Eruption,Lascar or Aguas Calientes,1,,,1854,,1,,20,,Observations: Reported,,1854,,1,,30,,-23.37,-67.73
357120,Villarrica,12126,Confirmed Eruption,,2,?,,1853,,11,,0,,Observations: Reported,,,,,,,,-39.42,-71.93
352050,Cotopaxi,11560,Confirmed Eruption,,3,,,1853,,9,,13,,Observations: Reported,,1853,,9,,15,,-0.677,-78.436
357100,Lonquimay,12012,Confirmed Eruption,,3,,,1853,,2,,0,,Observations: Reported,,,,,,,,-38.379,-71.586
357080,Antuco,19907,Confirmed Eruption,NE flank fissure and summit,3,,,1852,,11,,0,,Observations: Reported,,1853,,1,,0,,-37.406,-71.349
352050,Cotopaxi,11559,Confirmed Eruption,,2,,,1852,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357110,Llaima,12027,Confirmed Eruption,,2,,,1852,,0,,0,,Observations: Reported,,1853,,0,,0,,-38.692,-71.729
352050,Cotopaxi,11558,Confirmed Eruption,,2,,,1851,,6,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
358010,Osorno,12234,Confirmed Eruption,,2,?,,1851,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
352050,Cotopaxi,11557,Confirmed Eruption,,2,,,1850,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357160,Puntiagudo-Cordon Cenizos,12217,Confirmed Eruption,Cordón Cenizos,,,,1850,,0,,0,,Observations: Reported,,,,,,,,-40.969,-72.264
353060,"Azul, Cerro",11717,Confirmed Eruption,,,,>,1850,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.92,-91.408
357120,Villarrica,21006,Confirmed Eruption,,2,?,,1850,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
353020,Wolf,20898,Confirmed Eruption,Volcano Uncertain: either Wolf or Darwin,0,,,1849,,9,,27,,Observations: Reported,,1849,,9,,27,,0.02,-91.35
355100,Lascar,11847,Confirmed Eruption,Lascar or Agua Calientes,2,,,1848,,0,,0,,Observations: Reported,,,,,,,,-23.37,-67.73
351060,Purace,11320,Confirmed Eruption,,3,?,,1847,,10,,27,,Observations: Reported,,1852,,0,,0,,2.32,-76.4
357060,"Azul, Cerro",11950,Confirmed Eruption,Quizapu,2,,,1846,,11,,26,,Observations: Reported,?,1853,,0,,0,,-35.653,-70.761
353010,Fernandina,11658,Confirmed Eruption,East flank,0,,,1846,,11,<,6,,Observations: Reported,,1846,,11,>,24,,-0.37,-91.55
352050,Cotopaxi,11556,Confirmed Eruption,,2,,,1845,,4,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357080,Antuco,19905,Confirmed Eruption,,2,,,1845,,2,,26,,Observations: Reported,,1845,,3,>,1,,-37.406,-71.349
351020,"Ruiz, Nevado del",11287,Confirmed Eruption,Arenas and La Olleta(?) craters,3,,,1845,,2,,19,,Observations: Reported,,,,,,,,4.892,-75.324
352050,Cotopaxi,11555,Confirmed Eruption,,2,,,1844,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
352010,Reventador,11430,Confirmed Eruption,,3,,,1844,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
353050,"Negra, Sierra",11704,Confirmed Eruption,Volcano Uncertain: Isabela Island,0,,,1844,,0,,0,,,,,,,,,,-0.83,-91.17
352010,Reventador,11429,Confirmed Eruption,,3,,,1843,,12,,7,,Observations: Reported,,,,,,,,-0.077,-77.656
352010,Reventador,11428,Confirmed Eruption,,2,?,<,1843,,0,,0,,Observations: Reported,,,,,,,,-0.077,-77.656
357120,Villarrica,21007,Confirmed Eruption,,2,?,,1841,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351060,Purace,11319,Confirmed Eruption,,2,,,1840,,0,,0,,Observations: Reported,,,,,,,,2.32,-76.4
357020,San Jose,11915,Confirmed Eruption,,1,,,1838,,0,,0,,Observations: Reported,,,,,,,,-33.789,-69.895
357120,Villarrica,12124,Confirmed Eruption,,2,,,1837,,11,,7,,Observations: Reported,,1837,,11,,21,,-39.42,-71.93
358010,Osorno,12233,Confirmed Eruption,,2,,,1837,,11,,7,,Observations: Reported,,,,,,,,-41.105,-72.496
357040,Planchon-Peteroa,11932,Confirmed Eruption,Peteroa,2,,,1837,,2,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
357120,Villarrica,21008,Confirmed Eruption,,2,?,,1836,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
358040,Michinmahuida,12274,Confirmed Eruption,,0,?,,1835,,2,,20,,Observations: Reported,,1835,,3,,15,5,-42.799,-72.445
356020,Robinson Crusoe,11886,Confirmed Eruption,1.6 km north of Punta Bacalao,1,?,,1835,,2,,20,,Observations: Reported,,1835,,2,,21,,-33.658,-78.85
351060,Purace,11318,Confirmed Eruption,,2,,,1835,,1,,23,,Observations: Reported,,,,,,,,2.32,-76.4
357040,Planchon-Peteroa,11931,Confirmed Eruption,Peteroa,2,,,1835,,0,,0,,Observations: Reported,,,,,,,,-35.223,-70.568
358010,Osorno,12232,Confirmed Eruption,Summit & SSW side (Negrillar de Ensenada),3,?,,1834,,11,,29,,Observations: Reported,,1835,,2,,24,4,-41.105,-72.496
358040,Michinmahuida,12177,Confirmed Eruption,,2,,,1834,,11,,25,,Observations: Reported,,,,,,,,-42.799,-72.445
351080,Galeras,11357,Confirmed Eruption,,2,,,1834,,0,,0,,Observations: Reported,,,,,,,,1.22,-77.37
357120,Villarrica,12123,Confirmed Eruption,,2,,,1832,,12,,24,,Observations: Reported,,,,,,,,-39.42,-71.93
351020,"Ruiz, Nevado del",11285,Confirmed Eruption,,2,,,1831,,0,,0,,Observations: Reported,,,,,,,,4.892,-75.324
352020,Guagua Pichincha,11485,Confirmed Eruption,,3,,,1831,,0,,0,,Observations: Reported,,,,,,,,-0.171,-78.598
354020,Ubinas,11785,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,-16.345,-70.8972
352020,Guagua Pichincha,11484,Confirmed Eruption,,2,,,1830,,0,,0,,Observations: Reported,,,,,,,,-0.171,-78.598
357021,Maipo,11903,Confirmed Eruption,,2,?,,1829,,9,,26,,Observations: Reported,,,,,,,,-34.164,-69.832
351020,"Ruiz, Nevado del",11284,Confirmed Eruption,,2,,,1829,,6,,18,,Observations: Reported,,,,,,,,4.892,-75.324
357010,Tupungatito,11888,Confirmed Eruption,,2,,,1829,,0,,0,,Observations: Reported,,,,,,,,-33.425,-69.797
357080,Antuco,19903,Confirmed Eruption,,2,,,1828,,12,,18,,Observations: Reported,,,,,,,,-37.406,-71.349
351080,Galeras,11356,Confirmed Eruption,,3,,,1828,,10,,24,,Observations: Reported,,1834,,3,,0,,1.22,-77.37
351020,"Ruiz, Nevado del",11283,Confirmed Eruption,,2,,,1828,,6,,0,,Observations: Reported,,,,,,,,4.892,-75.324
351060,Purace,11317,Confirmed Eruption,,2,,,1827,,11,,18,,Observations: Reported,,,,,,,,2.32,-76.4
351030,"Tolima, Nevado del",11302,Confirmed Eruption,,2,,,1826,,5,,0,,Observations: Reported,,1826,,6,>,17,,4.658,-75.33
357021,Maipo,11902,Confirmed Eruption,East flank (Riso Patrón),2,,,1826,,3,,1,,Observations: Reported,,,,,,,,-34.164,-69.832
357120,Villarrica,21009,Confirmed Eruption,,2,?,,1826,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
351030,"Tolima, Nevado del",11301,Confirmed Eruption,,2,,,1825,,3,?,2,,Observations: Reported,,,,,,,,4.658,-75.33
353010,Fernandina,11657,Confirmed Eruption,East summit and SE flank,3,,,1825,,2,,14,,Observations: Reported,,1825,,10,>,0,,-0.37,-91.55
355020,Guallatiri,11817,Confirmed Eruption,,2,?,,1825,25,0,,0,,Observations: Reported,,,,,,,,-18.42,-69.092
351080,Galeras,11355,Confirmed Eruption,,2,,,1823,,6,,17,,Observations: Reported,,1823,,6,,24,,1.22,-77.37
357020,San Jose,11914,Confirmed Eruption,,2,,,1822,,11,,19,,Observations: Reported,,1838,,0,,0,,-33.789,-69.895
357120,Villarrica,12122,Confirmed Eruption,,2,,,1822,,11,,19,,Observations: Reported,,1822,,11,,25,5,-39.42,-71.93
351030,"Tolima, Nevado del",11300,Confirmed Eruption,,2,,,1822,,11,?,0,,Observations: Reported,,,,,,,,4.658,-75.33
357072,Tromen Volcanic Plateau,11962,Confirmed Eruption,,,,,1822,,0,,0,,Observations: Reported,,,,,,,,-37.144,-70.033
357110,Llaima,12026,Confirmed Eruption,,2,,,1822,,0,,0,,Observations: Reported,,,,,,,,-38.692,-71.729
358090,Fueguino,12332,Confirmed Eruption,,2,?,,1820,,11,,25,,Observations: Reported,,1820,,11,>,26,,-54.97,-70.262
357080,Antuco,19902,Confirmed Eruption,,1,,,1820,,0,,0,,Observations: Reported,?,1821,,0,,0,,-37.406,-71.349
353010,Fernandina,11656,Confirmed Eruption,,2,,,1819,,5,,15,,Observations: Reported,,1819,,5,,18,,-0.37,-91.55
353010,Fernandina,11655,Confirmed Eruption,Volcano Uncertain: Western Galápagos,2,,<,1817,,0,,0,,,,,,,,,,-0.37,-91.55
353050,"Negra, Sierra",11703,Confirmed Eruption,Volcano Uncertain: Isabela Island,,,,1817,,0,,0,,,,,,,,,,-0.83,-91.17
351060,Purace,11316,Confirmed Eruption,,,,,1816,,0,,0,,Observations: Reported,,,,,,,,2.32,-76.4
357120,Villarrica,12121,Confirmed Eruption,,1,,,1815,,0,,0,,Observations: Reported,,1818,,0,,0,,-39.42,-71.93
353010,Fernandina,11654,Confirmed Eruption,,2,,,1814,,7,,0,,Observations: Reported,,1814,,8,,0,,-0.37,-91.55
353010,Fernandina,11653,Confirmed Eruption,South flank,2,,,1813,,7,<,14,,Observations: Reported,,,,,,,,-0.37,-91.55
353050,"Negra, Sierra",11702,Confirmed Eruption,Volcano Uncertain: South end of Isabela Island,2,?,,1813,,7,,13,,,,,,,,,,-0.83,-91.17
353030,Darwin,11693,Confirmed Eruption,"Volcano Uncertain: more likely Darwin than Wolf, Alcedo",2,?,,1813,,6,,6,,Observations: Reported,,1813,,6,?,7,,-0.18,-91.28
355090,Putana,11841,Confirmed Eruption,,,,,1810,10,0,,0,,Observations: Reported,,,,,,,,-22.557,-67.853
357080,Antuco,19901,Confirmed Eruption,,2,,?,1806,,5,,0,,Observations: Reported,,,,,,,,-37.406,-71.349
357120,Villarrica,12120,Confirmed Eruption,,2,,,1806,,4,,0,,Observations: Reported,,1806,,5,,0,,-39.42,-71.93
351020,"Ruiz, Nevado del",11281,Confirmed Eruption,,2,,,1805,,3,,14,,Observations: Reported,,,,,,,,4.892,-75.324
